Transaction_ID,Transaction_Date,Customer_ID,Transaction_Category,Amount_USD,Currency,Department,Payment_Method,Transaction_Status,Approval_Code
TXN-000471,2023-11-10,CUST-0013,Tax Payment,"$18,264.16",USD,Legal,Cheque,Completed,APR-54471
TXN-000472,2022-08-22,CUST-0071,Revenue,"$69,242.87",GBP,Sales,Direct Debit,Completed,APR-85673
TXN-000473,2024-10-30,CUST-0165,Refund,"$13,628,013.47",USD,Sales,Bank Transfer,Completed,APR-35580
TXN-000474,2023-05-21,CUST-0042,Investment,"$51,525.88",USD,Treasury,Credit Card,Completed,APR-33806
TXN-000475,2023-09-15,CUST-0288,Operating Expense,"$8,747.63",EUR,Marketing,Bank Transfer,Completed,APR-39814
TXN-000476,2024-07-17,CUST-0137,Tax Payment,"$23,889.90",USD,Finance,Internal Transfer,Completed,APR-66348
TXN-000477,2023-05-19,CUST-0084,Revenue,"$33,432.68",JPY,Partnerships,Cheque,Completed,APR-32551
TXN-000478,2023-01-07,CUST-0025,Revenue,"$33,468.87",USD,Business Development,Bank Transfer,Completed,APR-37487
TXN-000479,2024-01-17,CUST-0022,Revenue,"$94,232.06",JPY,Partnerships,Bank Transfer,Completed,APR-16321
TXN-000480,2024-01-17,CUST-0114,Loan Repayment,"$22,050.17",USD,Treasury,Bank Transfer,Completed,APR-86582
TXN-000481,2022-08-13,CUST-0104,Operating Expense,"$21,936.09",USD,HR,Bank Transfer,Completed,APR-16055
TXN-000482,2024-09-27,CUST-0127,Capital Expenditure,"$66,641.51",USD,Operations,Credit Card,Completed,APR-10417
TXN-000483,2022-07-12,CUST-0001,Investment,"$43,229.93",USD,Finance,Cheque,Completed,APR-52518
TXN-000484,2024-11-15,CUST-0018,Investment,"$47,525.92",GBP,Finance,Direct Debit,Pending,APR-66494
TXN-000485,2024-11-22,CUST-0247,Revenue,"$62,410.12",USD,Business Development,Credit Card,Completed,APR-68654
TXN-000486,2024-11-01,CUST-0247,Tax Payment,"$31,171.87",USD,Finance,Cheque,Completed,APR-43916
TXN-000487,2024-09-21,CUST-0101,Revenue,"$20,993.83",USD,Sales,Direct Debit,Completed,APR-58636
TXN-000488,2024-06-29,CUST-0145,Loan Repayment,"$32,166.80",USD,Finance,Credit Card,Completed,APR-35247
TXN-000489,2024-08-08,CUST-0003,Investment,"$24,834.03",USD,Treasury,Direct Debit,Completed,APR-80307
TXN-000483,2023-05-27,CUST-0153,Loan Repayment,"$4,496.70",USD,Finance,Bank Transfer,Completed,APR-39312
TXN-000491,2022-08-08,CUST-0080,Investment,"$55,288.35",USD,Treasury,Bank Transfer,Completed,APR-65085
TXN-000492,2023-08-08,CUST-0104,Investment,"$40,511.62",USD,Treasury,Bank Transfer,Completed,APR-42493
TXN-000493,2022-09-27,CUST-0126,Operating Expense,"$3,856.89",GBP,Marketing,Internal Transfer,Completed,APR-86055
TXN-000494,2024-08-19,CUST-0215,Operating Expense,"$3,203.34",USD,HR,Direct Debit,Completed,APR-45900
TXN-000495,2022-04-25,CUST-0009,Operating Expense,"$3,758.82",USD,Finance,Credit Card,Completed,APR-97467
TXN-000496,2024-12-30,CUST-0029,Refund,$923.84,USD,Maketing,Bank Transfer,Completed,APR-40643
TXN-000497,2023-10-05,CUST-0045,Capital Expenditure,"$28,427.43",GBP,IT,Bank Transfer,Failed,
TXN-000498,2024-12-25,CUST-0024,Tax Payment,"$14,515.25",USD,Finance,Bank Transfer,Failed,
TXN-000499,2024-04-26,CUST-0246,Loan Repayment,"$63,955.24",USD,Finance,Credit Card,Completed,APR-17066
TXN-000500,2024-11-29,CUST-0250,Capital Expenditure,"$50,290.37",USD,IT,Credit Card,Completed,APR-10231
TXN-000501,2024-01-31,CUST-0236,Tax Payment,"$10,676.85",GBP,Finance,Bank Transfer,Completed,APR-20752
TXN-000502,2024-04-26,CUST-0073,Revenue,"$41,853.73",USD,Sales,Bank Transfer,Completed,APR-19861
TXN-000503,2024-10-13,CUST-0006,Loan Repayment,"$6,865.88",USD,Treasury,Direct Debit,Completed,APR-89816
TXN-000504,2023-03-25,CUST-0010,Operating Expense,"$7,095.23",USD,Finance,Direct Debit,Completed,APR-98922
TXN-000505,2022-11-08,CUST-0123,Operating Expense,"$3,453.40",USD,IT,Bank Transfer,Completed,APR-89413
TXN-000506,2024-11-14,CUST-0013,Tax Payment,"$39,739.98",USD,Finance,Bank Transfer,Completed,APR-16303
TXN-000507,2023-11-30,CUST-0008,Revenue,"$19,509.67",USD,Partnerships,Direct Debit,Completed,APR-96872
TXN-000508,2022-04-08,CUST-0099,Revenue,"$56,352.94",USD,Sales,Bank Transfer,Completed,APR-62199
TXN-000509,2023-04-20,CUST-0271,Capital Expenditure,"$21,895.65",USD,Operations,Credit Card,Completed,APR-33889
TXN-000510,2023-04-25,CUST-0098,Revenue,"$38,219.58",GBP,Sales,Bank Transfer,Completed,APR-39320
TXN-000511,2022-09-12,CUST-0001,Investment,"$21,361.43",GBP,Business Development,Credit Card,Completed,APR-80839
TXN-000512,2024-11-22,CUST-0091,Loan Repayment,"$1,805.76",GBP,Treasury,Internal Transfer,Completed,APR-84048
TXN-000513,2022-12-29,CUST-0124,Refund,"$1,391.82",USD,Sales,Bank Transfer,Completed,APR-21488
TXN-000509,2023-12-31,CUST-0004,Operating Expense,"$3,367.36",GBP,IT,Bank Transfer,Completed,APR-88032
TXN-000515,2022-05-02,CUST-0151,Revenue,"$65,263.84",CAD,Business Development,Credit Card,Under Review,
TXN-000516,2024-04-30,CUST-0009,Refund,"$1,755.11",USD,Customer Success,Bank Transfer,Completed,APR-42743
TXN-000517,2024-11-18,CUST-0217,Operating Expense,"$3,100.73",USD,Finance,Direct Debit,Completed,APR-55770
TXN-000518,2023-12-31,CUST-0296,Capital Expenditure,"$22,996.53",JPY,Operations,Direct Debit,Completed,APR-67878
TXN-000519,2024-04-04,CUST-0001,Loan Repayment,"$9,527.74",GBP,Treasury,Crypto,Failed,
TXN-000520,2024-09-11,CUST-0068,Revenue,"$109,103.37",USD,Business Development,Bank Transfer,Completed,APR-63442
TXN-000521,2024-06-11,CUST-0066,Revenue,"$27,734.21",USD,Partnerships,Bank Transfer,Completed,APR-26411
TXN-000522,2022-12-31,CUST-0063,Capital Expenditure,"$3,447.46",EUR,Operations,Bank Transfer,Completed,APR-43536
TXN-000523,2022-04-06,CUST-0008,Investment,"$32,220.53",USD,Finance,Direct Debit,Completed,APR-62745
TXN-000524,2024-12-17,CUST-0043,Revenue,"$105,483.68",USD,Business Development,Bank Transfer,Completed,APR-36623
TXN-000525,2024-01-26,CUST-0266,Capital Expenditure,"$36,504.23",GBP,Real Estate,Bank Transfer,Pending,
TXN-000526,2024-07-23,CUST-0219,Investment,"$32,738.06",CAD,Finance,,Failed,
TXN-000527,2023-09-17,CUST-0022,Revenue,"$137,298.08",USD,Sales,Credit Card,Completed,APR-44191
TXN-000528,2023-08-07,CUST-0011,Investment,"$42,568.33",USD,Finance,Cheque,Pending,
TXN-000529,2022-12-11,CUST-0300,Operating Expense,"$4,502.26",USD,HR,Bank Transfer,Completed,APR-88897
TXN-000530,2024-09-20,CUST-0073,Revenue,"$24,261.30",GBP,Business Development,Bank Transfer,Completed,APR-89799
TXN-000531,2024-08-31,CUST-0202,Operating Expense,"$2,804.95",GBP,IT,Crypto,Completed,APR-78167
TXN-000532,2022-08-11,CUST-0120,Operating Expense,"$5,798.93",USD,Finance,Bank Transfer,Completed,APR-38835
TXN-000533,2023-11-06,CUST-0240,Operating Expense,"$9,643.24",USD,Operations,Bank Transfer,Pending,
TXN-000534,2024-03-21,CUST-0066,Operating Expense,"$4,705.68",USD,IT,Bank Transfer,Completed,APR-93939
TXN-000535,2024-11-08,CUST-0085,Operating Expense,"$3,003.63",USD,IT,Direct Debit,Completed,APR-82243
TXN-000536,2023-06-07,CUST-0229,Loan Repayment,"$1,968.46",USD,Finance,Credit Card,Completed,APR-28233
TXN-000537,2024-01-02,CUST-0005,Refund,$962.07,USD,Sales,Cheque,Completed,APR-58895
TXN-000538,2023-09-01,CUST-0020,Operating Expense,"$3,843.19",EUR,Marketing,Bank Transfer,Completed,APR-38274
TXN-000539,2023-01-08,CUST-0180,Capital Expenditure,"$47,248.18",GBP,Real Estate,Internal Transfer,Failed,
TXN-000540,2023-10-12,CUST-0006,Operating Expense,"$3,988.22",USD,Marketing,Bank Transfer,Completed,APR-83297
TXN-000541,2022-05-31,CUST-0121,Operating Expense,"$5,950.00",GBP,Finance,Cheque,Under Review,
TXN-000542,2024-10-10,CUST-0100,Investment,"$47,555.63",USD,Finance,,Failed,
TXN-000543,2024-08-25,CUST-0273,Capital Expenditure,"$17,737.69",USD,Real Estate,Bank Transfer,Completed,APR-44650
TXN-000544,2023-08-11,CUST-0021,Operating Expense,"$2,673.30",USD,IT,,Pending,
TXN-000545,2023-09-19,CUST-0179,Investment,"$106,432.94",JPY,Finance,Credit Card,Completed,APR-48585
TXN-000546,2023-12-09,CUST-0252,Revenue,"$35,865.21",USD,Business Development,,Pending,
TXN-000547,2024-07-30,CUST-0072,Revenue,"$71,521.04",EUR,Sales,Credit Card,Completed,APR-49961
TXN-000548,2024-12-22,CUST-0018,Operating Expense,"$14,171.57",CAD,Operations,,Pending,
TXN-000549,2022-11-13,CUST-0168,Refund,"$1,695.38",EUR,Customer Success,Direct Debit,Completed,APR-44099
TXN-000550,2024-10-04,CUST-0017,Loan Repayment,"$15,129.27",USD,Treasury,Internal Transfer,Under Review,APR-22665
TXN-000551,2023-02-21,CUST-0139,Operating Expense,"$5,830.57",USD,Marketing,,Pending,
TXN-000552,2024-10-10,CUST-0021,Operating Expense,"$11,188.72",GBP,Marketing,Bank Transfer,Completed,APR-48766
TXN-000553,2022-11-28,CUST-0120,Tax Payment,"$7,493.27",USD,Legal,Bank Transfer,Completed,APR-66118
TXN-000554,2024-01-20,CUST-0001,Operating Expense,"$4,329.23",GBP,Finance,Bank Transfer,Completed,APR-98229
TXN-000555,2024-06-04,CUST-0051,Revenue,"$67,644.97",JPY,Sales,Direct Debit,Completed,APR-86641
TXN-000556,2024-06-06,CUST-0072,Investment,"$29,247.67",USD,Business Development,Direct Debit,Completed,APR-35369
TXN-000557,2024-01-14,CUST-0059,Capital Expenditure,"$51,907.40",GBP,Real Estate,Credit Card,Completed,APR-68812
TXN-000558,2024-12-28,CUST-0170,Loan Repayment,"$4,831.76",USD,Finance,Bank Transfer,Completed,APR-26047
TXN-000559,2024-03-31,CUST-0028,Revenue,"$133,057.01",USD,Business Development,Credit Card,Completed,APR-62549
TXN-000560,2024-08-19,CUST-0003,Investment,"$68,469.68",EUR,Treasury,Credit Card,Completed,APR-33084
TXN-000561,2023-01-30,CUST-0001,Tax Payment,"$6,959.66",GBP,Finance,Credit Card,Completed,APR-61220
TXN-000562,2022-07-30,CUST-0213,Revenue,"$75,916.24",USD,Sales,Bank Transfer,Completed,APR-22647
TXN-000563,2024-05-19,CUST-0283,Revenue,"$32,489.12",USD,Partnerships,Direct Debit,Completed,APR-70510
TXN-000564,2024-01-16,CUST-0038,Capital Expenditure,"$18,355.67",USD,Operations,Crypto,Completed,APR-87865
TXN-000565,2022-12-21,CUST-0082,Tax Payment,"$17,088.79",USD,Legal,Credit Card,Completed,APR-70384
TXN-000566,2022-11-17,CUST-0250,Operating Expense,"$2,228.68",USD,Marketing,Internal Transfer,Completed,APR-40348
TXN-000567,2024-11-15,CUST-0002,Revenue,"$53,643.19",CAD,Business Development,Direct Debit,Completed,APR-17017
TXN-000568,2022-03-12,CUST-0036,Revenue,"$43,314.24",USD,Partnerships,Internal Transfer,Completed,APR-13589
TXN-000569,2023-07-18,CUST-0026,Revenue,"$101,442.16",EUR,Sales,Internal Transfer,Completed,APR-83691
TXN-000570,2022-01-19,CUST-0205,Loan Repayment,"$22,120.70",USD,Finance,Bank Transfer,Completed,APR-74705
TXN-000571,2023-04-20,CUST-0021,Tax Payment,"$6,708.64",EUR,Finance,Bank Transfer,Completed,APR-86505
TXN-000572,2024-09-04,CUST-0003,Refund,"$1,653.34",CAD,Finance,Bank Transfer,Completed,APR-81227
TXN-000573,2023-03-31,CUST-0080,Tax Payment,"$8,659.79",CAD,Finance,Bank Transfer,Completed,APR-99732
TXN-000574,2023-05-04,CUST-0052,Operating Expense,"$4,826.15",USD,HR,Credit Card,Completed,APR-89547
TXN-000575,2023-07-31,CUST-0024,Operating Expense,"$3,016.91",USD,Marketing,Cheque,Completed,APR-38512
TXN-000576,2024-06-02,CUST-0002,Operating Expense,"$19,177.61",USD,HR,Credit Card,Completed,APR-14519
TXN-000577,2023-01-26,CUST-0025,Capital Expenditure,"$17,089.28",CAD,Operations,Bank Transfer,Pending,
TXN-000578,2023-10-21,CUST-0005,Revenue,"$18,400.97",GBP,Partnerships,Internal Transfer,Completed,APR-51421
TXN-000579,2022-03-12,CUST-0012,Operating Expense,"$3,668.27",USD,Finance,Direct Debit,Completed,APR-74489
TXN-000580,2023-09-06,CUST-0077,Capital Expenditure,"$15,628.96",USD,Real Estate,Direct Debit,Under Review,
TXN-000581,2022-05-16,CUST-0007,Revenue,"$9,818,359.11",USD,Sales,Bank Transfer,Completed,APR-87741
TXN-000582,2023-06-03,CUST-0028,Operating Expense,"$12,144.22",USD,Operations,Bank Transfer,Pending,
TXN-000583,2022-08-03,CUST-0134,Tax Payment,"$18,816.73",EUR,Finance,Cheque,Completed,APR-99885
TXN-000584,2024-12-14,CUST-0113,Investment,"$27,747.14",USD,Treasury,Internal Transfer,Completed,APR-43960
TXN-000585,2022-02-09,CUST-0009,Revenue,"$58,410.37",USD,Sales,Credit Card,Completed,APR-53494
TXN-000586,2024-03-04,CUST-0208,Investment,"$20,886.44",EUR,Finance,Bank Transfer,Pending,
TXN-000587,2022-06-24,CUST-0102,Capital Expenditure,"$24,608.81",GBP,Real Estate,Credit Card,Completed,APR-61568
TXN-000588,2023-08-01,CUST-0060,Operating Expense,"$5,997.63",USD,Operations,Cheque,Failed,
TXN-000589,2024-08-04,CUST-0001,Refund,$345.98,USD,Sales,Direct Debit,Completed,APR-25822
TXN-000590,2023-04-01,CUST-0125,Revenue,"$75,211.79",JPY,Business Development,Bank Transfer,Completed,APR-70376
TXN-000591,2024-09-14,CUST-0122,Capital Expenditure,"$12,710.61",USD,Operations,Credit Card,Completed,APR-32597
TXN-000592,2023-10-28,CUST-0120,Revenue,"$66,243.66",USD,Sales,Cheque,Completed,APR-36726
TXN-000593,2022-10-16,CUST-0064,Revenue,"$48,825.70",USD,Sales,Cheque,Completed,APR-82652
TXN-000594,2023-02-16,CUST-0002,Capital Expenditure,"$20,196.79",EUR,Real Estate,Bank Transfer,Completed,APR-35193
TXN-000595,2023-10-15,CUST-0012,Revenue,"$73,341.31",USD,Business Development,Bank Transfer,Completed,APR-96144
TXN-000596,2024-10-02,CUST-0062,Investment,"$100,928.03",USD,Finance,Bank Transfer,Completed,APR-92405
TXN-000597,2022-09-28,CUST-0144,Revenue,"$62,277.12",USD,Partnerships,Bank Transfer,Completed,APR-10751
TXN-000598,2022-12-26,CUST-0072,Revenue,"$47,454.90",GBP,Business Development,Credit Card,Completed,APR-29087
TXN-000599,2023-12-13,CUST-0038,Investment,"$11,466.33",USD,Finance,Bank Transfer,Completed,APR-82657
TXN-000600,2024-08-14,CUST-0252,Revenue,"$47,343.60",USD,Business Development,Bank Transfer,Completed,APR-79808
TXN-000601,2024-07-30,CUST-0117,Revenue,"$33,026.23",EUR,Sales,Direct Debit,Completed,APR-76558
TXN-000602,2024-04-28,CUST-0087,Revenue,"$125,495.80",CAD,Business Development,Internal Transfer,Completed,APR-38271
TXN-000603,2022-11-14,CUST-0062,Revenue,"$61,843.11",USD,Business Development,Direct Debit,Completed,APR-55199
TXN-000604,2024-04-03,CUST-0002,Operating Expense,"$13,884.77",GBP,Operations,Bank Transfer,Completed,APR-29685
TXN-000605,2024-08-11,CUST-0050,Loan Repayment,"$7,824.40",USD,Finance,Cheque,Completed,APR-48795
TXN-000606,2024-02-20,CUST-0028,Operating Expense,"$3,329.10",USD,IT,Direct Debit,Completed,APR-34317
TXN-000607,2024-03-06,CUST-0120,Revenue,"$122,049.38",USD,Partnerships,Crypto,Completed,APR-13379
TXN-000608,2024-10-17,CUST-0127,Refund,$551.63,USD,Customer Success,Bank Transfer,Completed,APR-58103
TXN-000609,2022-04-15,CUST-0103,Operating Expense,"$10,417.13",GBP,IT,Bank Transfer,Completed,APR-54414
TXN-000610,2022-08-11,CUST-0109,Investment,"$37,714.88",USD,Business Development,Bank Transfer,Completed,APR-44781
TXN-000611,2024-09-03,CUST-0028,Revenue,"$33,202.33",EUR,Sales,Bank Transfer,Completed,APR-25056
TXN-000612,2023-05-29,CUST-0184,Revenue,"$78,189.94",USD,Business Development,Internal Transfer,Completed,APR-18489
TXN-000613,2024-02-14,CUST-0078,Investment,"$17,370.76",USD,Business Development,Bank Transfer,Completed,APR-35450
TXN-000614,2023-07-16,CUST-0021,Revenue,"$43,214.89",GBP,Sales,Credit Card,Completed,APR-79590
TXN-000615,2023-06-29,CUST-0149,Operating Expense,"$3,467.12",CAD,Operations,Direct Debit,Failed,
TXN-000616,2024-06-15,CUST-0058,Operating Expense,"$9,072.77",EUR,Finance,Cheque,Completed,APR-48510
TXN-000617,2023-04-05,CUST-0071,Investment,"$18,288.39",GBP,Finance,Bank Transfer,Completed,APR-63150
TXN-000618,2023-12-14,CUST-0027,Revenue,"$111,075.10",USD,Business Development,,Failed,
TXN-000619,2024-08-13,CUST-0002,Operating Expense,"$4,619.32",USD,Marketing,Bank Transfer,Completed,APR-91962
TXN-000620,2024-12-19,CUST-0033,Tax Payment,"$31,927.60",CAD,Legal,Bank Transfer,Failed,
TXN-000621,2022-04-15,CUST-0111,Revenue,"$59,889.79",USD,Sales,Direct Debit,Completed,APR-47866
TXN-000622,2023-10-27,CUST-0022,Refund,$417.00,GBP,Customer Success,Credit Card,Completed,APR-60307
TXN-000623,2024-01-29,CUST-0040,Capital Expenditure,"$65,764.89",USD,Real Estate,Bank Transfer,Completed,APR-45349
TXN-000624,2022-12-14,CUST-0001,Operating Expense,"$7,384.12",USD,Marketing,Bank Transfer,Completed,APR-79750
TXN-000625,2024-03-01,CUST-0260,Operating Expense,"$12,806.41",USD,HR,Cheque,Completed,APR-21335
TXN-000626,2024-05-02,CUST-0004,Capital Expenditure,"$8,475.74",USD,Real Estate,Direct Debit,Completed,APR-85110
TXN-000627,2024-09-28,CUST-0006,Operating Expense,"$1,104.60",USD,IT,Bank Transfer,Completed,APR-62866
TXN-000628,2024-10-12,CUST-0003,Revenue,"$132,138.47",USD,Business Development,Internal Transfer,Completed,APR-94434
TXN-000629,2024-07-17,CUST-0231,Revenue,"$46,104.79",USD,Business Development,Bank Transfer,Completed,APR-22370
TXN-000630,2023-09-21,CUST-0008,Capital Expenditure,"$22,569.25",USD,Real Estate,,Pending,
TXN-000631,2024-03-24,CUST-0077,Loan Repayment,"$6,478.70",USD,Treasury,,Pending,APR-83171
TXN-000632,2024-01-24,CUST-0044,Investment,"$19,850.66",USD,Business Development,Credit Card,Completed,APR-23729
TXN-000633,2022-03-28,CUST-0162,Loan Repayment,"$9,005.94",USD,Finance,Bank Transfer,Completed,APR-56488
TXN-000634,2022-08-16,CUST-0295,Tax Payment,"$20,702.01",USD,Legal,Bank Transfer,Completed,APR-28182
TXN-000635,2024-10-04,CUST-0252,Capital Expenditure,"$13,006.97",USD,Operations,Credit Card,Completed,APR-34206
TXN-000636,2023-08-23,CUST-0136,Operating Expense,"$2,664.87",USD,HR,Bank Transfer,Completed,APR-66792
TXN-000637,2023-10-07,CUST-0081,Operating Expense,"$4,780.65",GBP,HR,Direct Debit,Completed,APR-71073
TXN-000638,2024-01-24,CUST-0002,Operating Expense,"$9,131.56",USD,IT,Bank Transfer,Completed,APR-55654
TXN-000639,2023-02-19,CUST-0116,Investment,"$27,257.33",EUR,Business Development,Cheque,Completed,APR-18619
TXN-000640,2024-05-14,CUST-0061,Tax Payment,"$9,889.41",EUR,Finance,Credit Card,Completed,APR-62318
TXN-000641,2024-01-28,CUST-0242,Refund,"$1,615.01",GBP,Finance,Crypto,Completed,APR-34278
TXN-000642,2022-04-29,CUST-0006,Revenue,"$54,889.70",EUR,Sales,Bank Transfer,Completed,APR-72996
TXN-000643,2024-06-11,CUST-0004,Refund,$397.11,USD,Finance,Bank Transfer,Completed,APR-71952
TXN-000644,2024-01-11,CUST-0246,Revenue,"$22,383.33",USD,Business Development,Credit Card,Completed,APR-60183
TXN-000645,2024-01-01,CUST-0094,Loan Repayment,"$12,755.93",USD,Finance,Cheque,Completed,APR-52038
TXN-000646,2024-12-27,CUST-0099,Revenue,"$81,078.17",EUR,Sales,Bank Transfer,Completed,APR-69093
TXN-000647,2023-01-09,CUST-0043,Operating Expense,"$6,241.41",EUR,Finance,Direct Debit,Completed,APR-89885
TXN-000648,2023-06-02,CUST-0001,Operating Expense,"$8,416.28",EUR,Marketing,Credit Card,Completed,APR-67218
TXN-000649,2024-05-07,CUST-0028,Operating Expense,"$7,712.00",EUR,HR,Bank Transfer,Pending,
TXN-000650,2023-03-22,CUST-0002,Investment,"$16,641.81",USD,Business Development,Bank Transfer,Completed,APR-73276
TXN-000651,2024-12-07,CUST-0019,Operating Expense,"$7,213.90",EUR,Operations,Bank Transfer,Completed,APR-44166
TXN-000652,2024-08-22,CUST-0229,Investment,"$58,273.31",USD,Treasury,Cheque,Under Review,APR-25792
TXN-000653,2023-05-02,CUST-0167,Investment,"$38,300.81",JPY,Business Development,Credit Card,Completed,APR-86494
TXN-000654,2024-12-02,CUST-0063,Capital Expenditure,"$47,635.95",USD,Real Estate,Internal Transfer,Completed,APR-96560
TXN-000655,2024-05-14,CUST-0010,Revenue,"$20,665.65",USD,Business Development,Credit Card,Completed,APR-30279
TXN-000656,2023-08-26,CUST-0018,Revenue,"$120,675.35",USD,Partnerships,Direct Debit,Completed,APR-74631
TXN-000657,2024-12-06,CUST-0080,Tax Payment,"$10,016.56",USD,Finance,Bank Transfer,Completed,APR-48612
TXN-000658,2023-03-26,CUST-0034,Investment,"$72,589.24",USD,Finance,Direct Debit,Completed,APR-32189
TXN-000659,2024-07-13,CUST-0096,Capital Expenditure,"$31,608.45",GBP,Operations,Bank Transfer,Under Review,
TXN-000660,2024-03-28,CUST-0096,Capital Expenditure,"$11,662.46",EUR,IT,Cheque,Completed,APR-68194
TXN-000661,2024-07-23,CUST-0003,Tax Payment,"$23,580.47",GBP,Legal,Credit Card,Completed,APR-80479
TXN-000662,2023-11-03,CUST-0125,Operating Expense,"$4,913.64",EUR,Marketing,Crypto,Completed,APR-60704
TXN-000663,2023-12-18,CUST-0060,Operating Expense,"$2,959.19",EUR,Operations,Credit Card,Completed,APR-25373
TXN-000664,2022-02-06,CUST-0131,Capital Expenditure,"$13,266.88",USD,IT,,Pending,APR-50526
TXN-000665,2024-07-15,CUST-0007,Revenue,"$72,610.18",USD,Sales,Credit Card,Completed,APR-15389
TXN-000666,2022-06-19,CUST-0080,Capital Expenditure,"$34,970.39",USD,IT,Bank Transfer,Completed,APR-10016
TXN-000667,2023-07-26,CUST-0001,Capital Expenditure,"$20,697.22",USD,IT,Credit Card,Completed,APR-18827
TXN-000668,2023-07-18,CUST-0179,Capital Expenditure,"$19,439.76",GBP,IT,Credit Card,Completed,APR-85978
TXN-000669,2024-11-03,CUST-0084,Capital Expenditure,"$12,040.50",JPY,Operations,Credit Card,Completed,APR-10871
TXN-000670,2022-12-31,CUST-0002,Revenue,"$41,520.46",USD,Sales,Credit Card,Completed,APR-16844
TXN-000671,2024-11-05,CUST-0023,Revenue,"$24,250.32",GBP,Sales,Cheque,Completed,APR-65751
TXN-000672,2022-08-25,CUST-0042,Capital Expenditure,"$27,573.00",USD,IT,Bank Transfer,Completed,APR-59395
TXN-000673,2024-06-30,CUST-0028,Revenue,"$81,421.28",USD,Partnerships,Bank Transfer,Completed,APR-50571
TXN-000674,2022-10-15,CUST-0021,Operating Expense,"$11,582.90",GBP,IT,Bank Transfer,Under Review,
TXN-000675,2024-10-02,CUST-0281,Operating Expense,"$16,189.23",EUR,IT,Credit Card,Completed,APR-96267
TXN-000676,2024-05-10,CUST-0019,Operating Expense,"$7,017.05",USD,HR,Bank Transfer,Completed,APR-60330
TXN-000677,2024-12-03,CUST-0254,Capital Expenditure,"$10,701,013.17",USD,Real Estate,Bank Transfer,Completed,APR-26186
TXN-000678,2022-05-26,CUST-0070,Tax Payment,"$34,926.77",USD,Finance,Bank Transfer,Completed,APR-80466
TXN-000679,2023-03-06,CUST-0009,Operating Expense,"$5,003.94",EUR,Operations,Internal Transfer,Completed,APR-92919
TXN-000680,2024-01-09,CUST-0003,Loan Repayment,"$11,166.79",USD,Finance,Credit Card,Completed,APR-29046
TXN-000681,2023-01-23,CUST-0255,Investment,"$17,252.75",EUR,Treasury,Bank Transfer,Completed,APR-67630
TXN-000682,2022-11-02,CUST-0114,Loan Repayment,"$3,320.18",USD,Finance,Direct Debit,Completed,APR-26354
TXN-000683,2024-09-13,CUST-0001,Operating Expense,"$5,652.17",GBP,HR,Bank Transfer,Completed,APR-66245
TXN-000684,2024-05-23,CUST-0021,Capital Expenditure,"$28,006.10",USD,Operations,Bank Transfer,Under Review,
TXN-000685,2023-04-05,CUST-0016,Loan Repayment,"$18,169.18",GBP,Treasury,Bank Transfer,Failed,
TXN-000686,2023-08-13,CUST-0236,Investment,"$42,714.74",USD,Treasury,Credit Card,Completed,APR-97839
TXN-000687,2024-07-25,CUST-0172,Refund,"$1,067.74",GBP,Finance,Bank Transfer,Completed,APR-17879
TXN-000688,2024-02-24,CUST-0001,Investment,"$132,854.71",USD,Finance,Credit Card,Completed,APR-73480
TXN-000689,2023-09-24,CUST-0001,Capital Expenditure,"$27,057.66",EUR,Operations,Credit Card,Completed,APR-10103
TXN-000690,2024-08-03,CUST-0016,Tax Payment,"$12,859.36",JPY,Legal,Bank Transfer,Failed,
TXN-000691,2022-06-05,CUST-0163,Revenue,"$17,923.83",GBP,Business Development,Internal Transfer,Completed,APR-14981
TXN-000692,2023-07-20,CUST-0005,Operating Expense,"$8,469.76",USD,Legal ,Credit Card,Pending,
TXN-000693,2023-10-23,CUST-0002,Operating Expense,"$3,851.13",GBP,Finance,Bank Transfer,Completed,APR-16374
TXN-000694,2024-09-04,CUST-0060,Investment,"$24,575.02",GBP,Treasury,Credit Card,Completed,APR-61692
TXN-000695,2023-12-23,CUST-0113,Loan Repayment,"$16,070.15",USD,Finance,Bank Transfer,Completed,APR-32918
TXN-000696,2024-11-20,CUST-0082,Revenue,"$171,563.26",USD,Business Development,,Failed,APR-85236
TXN-000697,2022-06-21,CUST-0003,Revenue,"$30,168.35",EUR,Sales,Direct Debit,Completed,APR-18607
TXN-000698,2024-12-31,CUST-0011,Operating Expense,"$1,984.04",GBP,Operations,Direct Debit,Completed,APR-52308
TXN-000699,2024-12-24,CUST-0134,Revenue,"$83,547.24",USD,Partnerships,Direct Debit,Completed,APR-38659
TXN-000700,2024-08-16,CUST-0007,Loan Repayment,"$7,332.98",USD,Treasury,Bank Transfer,Completed,APR-39639
TXN-000701,2024-10-04,CUST-0002,Operating Expense,"$3,358.77",GBP,Finance,Direct Debit,Completed,APR-94070
TXN-000702,2024-09-28,CUST-0057,Capital Expenditure,"$42,668.54",USD,Real Estate,,Pending,
TXN-000703,2022-10-23,CUST-0120,Revenue,"$62,595.77",GBP,Sales,Credit Card,Completed,APR-77028
TXN-000704,2024-11-12,CUST-0024,Revenue,"$28,037.93",USD,Sales,Internal Transfer,Completed,APR-46443
TXN-000705,2024-05-03,CUST-0017,Capital Expenditure,"$10,553.69",GBP,Real Estate,Bank Transfer,Completed,APR-86978
